ReviewID,CustomerID,ProductID,ProductName,ReviewDate,Rating,ReviewText,BERT_SentimentScore,SentimentBucket
55,57,9,Baseball Glove,2025-11-03,3,Customer  support  was    very  helpful.,0.9991816878318787,Mixed Positive
56,15,10,Golf Clubs,2025-12-11,3,The product reached without any damage.,0.9913528561592102,Mixed Positive
57,41,10,Golf Clubs,2024-04-06,2,Disappointed  with  the  performance.,-0.9997925162315369,Negative
58,78,7,Basketball,2024-07-16,2,"The  product    is  okay,  but  the  instructions  were  unclear.",-0.9967684745788574,Negative
59,98,9,Baseball Glove,2024-09-01,4,The  build  quality  is  impressive.,0.999881386756897,Positive
60,11,16,Kayak,2023-12-27,4,"Great  purchase,  very  satisfied.",0.9998626708984375,Positive
61,50,19,Hockey Stick,2023-02-24,4,"Great  purchase,    very  satisfied.",0.9998626708984375,Positive
62,35,17,Surfboard,2023-03-18,2,"Average  experience,  nothing  special.",-0.9992826581001282,Negative
63,93,2,Fitness Tracker,2025-01-05,4,Five  stars  for  the  quick  delivery.,0.9993364214897156,Positive
64,86,11,Ski Boots,2025-10-30,4,Customer  support  was  very  helpful.,0.9991816878318787,Positive
65,34,3,Yoga Mat,2024-06-15,1,"Build quality is okay, however durability could definitely be better.",0.9826349020004272,Mixed Negative
66,94,16,Kayak,2023-06-17,4,"I  love  this  product,  will  buy    again!",0.9998741149902344,Positive
67,67,13,Swim Goggles,2025-04-12,3,"Average  experience,  nothing  special.",-0.9992826581001282,Mixed Negative
68,38,7,Basketball,2023-03-23,3,"The  product  is  okay,  but  the  instructions  were  unclear.",-0.9967684745788574,Mixed Negative
69,77,12,Ice Skates,2025-08-03,3,Five  stars  for  the  quick  delivery.,0.9993364214897156,Mixed Positive
70,93,5,Soccer Ball,2024-01-30,4,Shipping  was  fast    and  the  item  was  well-packaged.,0.9998056292533875,Positive
71,24,11,Ski Boots,2025-07-28,3,Very durable and performs well for daily use.,0.9998507499694824,Mixed Positive
72,29,4,Dumbbells,2023-05-29,5,The    build  quality  is  impressive.,0.999881386756897,Positive
73,68,19,Hockey Stick,2025-05-05,5,"I  love  this  product,  will  buy  again!",0.9998741149902344,Positive
74,59,9,Baseball Glove,2023-05-16,3,"The  product  is  okay,  but  the  instructions  were  unclear.",-0.9967684745788574,Mixed Negative
75,22,3,Yoga Mat,2024-01-13,5,Shipping  was  fast  and  the  item  was  well-packaged.,0.9998056292533875,Positive
76,9,10,Golf Clubs,2025-08-31,4,"Great  purchase,  very  satisfied.",0.9998626708984375,Positive
77,74,5,Soccer Ball,2023-03-15,4,"Great  purchase,    very  satisfied.",0.9998626708984375,Positive
78,6,10,Golf Clubs,2024-12-09,5,Five  stars  for  the  quick  delivery.,0.9993364214897156,Positive
79,84,15,Climbing Rope,2024-05-28,2,The  product  arrived    late.,-0.9984032511711121,Negative
80,98,16,Kayak,2025-05-24,3,"Average product, works fine but feels slightly overpriced.",-0.9987505674362183,Mixed Negative
81,3,19,Hockey Stick,2024-09-04,4,Five  stars  for  the  quick  delivery.,0.9993364214897156,Positive
82,78,13,Swim Goggles,2023-05-02,4,Shipping    was  fast  and  the  item  was  well-packaged.,0.9998056292533875,Positive
83,32,11,Ski Boots,2025-05-26,4,The  quality  is    top-notch.,0.9998470544815063,Positive
84,40,20,Boxing Gloves,2023-07-17,4,"Average product, quality is fine but price feels slightly high.",0.9017502069473267,Positive
85,17,6,Tennis Racket,2025-10-25,5,Five  stars  for  the  quick  delivery.,0.9993364214897156,Positive
86,78,3,Yoga Mat,2025-10-06,5,"Excellent  product,  highly  recommend!",0.9998780488967896,Positive
87,89,17,Surfboard,2023-05-26,3,Not    worth  the  money.,-0.9998021721839905,Mixed Negative
88,93,19,Hockey Stick,2025-08-26,4,Exceeded  my  expectations!,0.9995620846748352,Positive
89,60,3,Yoga Mat,2024-07-08,3,The  quality  is  top-notch.,0.9998470544815063,Mixed Positive
90,47,17,Surfboard,2025-11-12,4,Five  stars  for  the  quick  delivery.,0.9993364214897156,Positive
91,4,16,Kayak,2025-09-27,3,"Great  purchase,  very  satisfied.",0.9998626708984375,Mixed Positive
92,2,16,Kayak,2023-11-21,3,"Average product, works fine but feels slightly overpriced.",-0.9987505674362183,Mixed Negative
93,60,13,Swim Goggles,2024-09-05,3,"Build quality is okay, however durability could definitely be better.",0.9826349020004272,Mixed Positive
94,2,16,Kayak,2025-03-14,4,The  quality  is  top-notch.,0.9998470544815063,Positive
95,16,16,Kayak,2024-04-07,4,The product reached without any damage.,0.9913528561592102,Positive
96,19,13,Swim Goggles,2023-09-02,3,"Average product, quality is fine but price feels slightly high.",0.9017502069473267,Mixed Positive
97,64,6,Tennis Racket,2024-01-19,3,"The  product  is  okay,  but  the  instructions  were  unclear.",-0.9967684745788574,Mixed Negative
98,96,3,Yoga Mat,2025-11-20,5,Exceeded  my  expectations!,0.9995620846748352,Positive
99,79,16,Kayak,2025-01-29,2,"Average  experience,  nothing  special.",-0.9992826581001282,Negative
100,9,2,Fitness Tracker,2025-06-20,3,"Average product, works fine but feels slightly overpriced.",-0.9987505674362183,Mixed Negative
101,61,18,Volleyball,2024-09-11,5,The  build  quality  is  impressive.,0.999881386756897,Positive
102,4,2,Fitness Tracker,2025-08-22,5,"Excellent  product,  highly  recommend!",0.9998780488967896,Positive
103,82,14,Cycling Helmet,2024-11-17,5,The  quality  is  top-notch.,0.9998470544815063,Positive
104,96,5,Soccer Ball,2023-01-06,4,"I  love    this  product,  will  buy  again!",0.9998741149902344,Positive
105,32,12,Ice Skates,2024-08-27,2,The  product    arrived  late.,-0.9984032511711121,Negative
106,94,17,Surfboard,2024-02-25,2,"Average  experience,  nothing  special.",-0.9992826581001282,Negative
107,26,10,Golf Clubs,2025-02-17,5,Five  stars  for    the  quick  delivery.,0.9993364214897156,Positive
108,80,17,Surfboard,2023-12-22,5,Five  stars  for  the    quick  delivery.,0.9993364214897156,Positive
109,38,10,Golf Clubs,2023-07-25,4,Customer  support  was  very  helpful.,0.9991816878318787,Positive
110,54,12,Ice Skates,2024-08-02,4,Customer    support  was  very  helpful.,0.9991816878318787,Positive
111,43,7,Basketball,2023-11-05,4,Five  stars  for  the  quick  delivery.,0.9993364214897156,Positive
112,87,3,Yoga Mat,2023-05-26,5,"Excellent  product,  highly  recommend!",0.9998780488967896,Positive
113,27,9,Baseball Glove,2024-03-31,2,Disappointed  with  the  performance.,-0.9997925162315369,Negative
114,52,19,Hockey Stick,2025-05-04,2,"Average  experience,  nothing  special.",-0.9992826581001282,Negative
115,82,9,Baseball Glove,2023-09-28,4,Five  stars  for  the  quick  delivery.,0.9993364214897156,Positive
116,70,18,Volleyball,2023-07-23,4,The  quality  is  top-notch.,0.9998470544815063,Positive
117,20,14,Cycling Helmet,2025-04-19,4,Customer  support  was  very  helpful.,0.9991816878318787,Positive
118,59,6,Tennis Racket,2024-05-01,1,The  product  arrived  late.,-0.9984032511711121,Negative
119,34,5,Soccer Ball,2025-09-06,4,"Great  purchase,  very    satisfied.",0.9998626708984375,Positive
120,3,20,Boxing Gloves,2024-08-18,4,The  quality  is  top-notch.,0.9998470544815063,Positive
121,91,1,Running Shoes,2025-11-02,2,"Average quality, delivery was slightly delayed.",-0.998961329460144,Negative
122,83,14,Cycling Helmet,2024-09-27,2,"It performs the basic function, but I expected better finishing and comfort.",-0.9803825616836548,Negative
123,93,1,Running Shoes,2025-09-22,4,"Average product, quality is fine but price feels slightly high.",0.9017502069473267,Positive
124,36,16,Kayak,2023-07-17,5,Customer  support  was  very  helpful.,0.9991816878318787,Positive
125,55,11,Ski Boots,2025-12-20,5,"I  love  this  product,  will  buy  again!",0.9998741149902344,Positive
126,32,10,Golf Clubs,2024-08-12,5,Exceeded  my  expectations!,0.9995620846748352,Positive
127,47,8,Football Helmet,2025-03-25,4,"Great  purchase,  very  satisfied.",0.9998626708984375,Positive
128,71,20,Boxing Gloves,2023-12-13,2,"Average  experience,  nothing  special.",-0.9992826581001282,Negative
129,46,13,Swim Goggles,2025-02-14,4,"Average product, quality is fine but price feels slightly high.",0.9017502069473267,Positive
130,88,3,Yoga Mat,2025-09-22,5,"Great    purchase,  very  satisfied.",0.9998626708984375,Positive
131,42,5,Soccer Ball,2023-06-16,5,Amazing  value  for  the  price.,0.9998892545700073,Positive
132,21,7,Basketball,2025-11-13,2,Product  did  not  meet  my  expectations.,-0.9997606873512268,Negative
133,40,4,Dumbbells,2025-05-24,4,The  quality  is  top-notch.,0.9998470544815063,Positive
134,74,4,Dumbbells,2024-03-27,3,"Good  quality,  but  could    be  cheaper.",0.9559400081634521,Mixed Positive
135,48,14,Cycling Helmet,2023-06-08,4,"I  love  this  product,  will  buy  again!",0.9998741149902344,Positive
136,17,3,Yoga Mat,2025-03-27,5,Amazing  value  for    the  price.,0.9998892545700073,Positive
137,88,6,Tennis Racket,2023-03-02,4,"Good  quality,  but  could    be  cheaper.",0.9559400081634521,Positive
138,28,15,Climbing Rope,2023-01-18,5,Five  stars  for  the  quick  delivery.,0.9993364214897156,Positive
139,36,16,Kayak,2023-04-20,4,Customer  support  was  very  helpful.,0.9991816878318787,Positive
140,53,18,Volleyball,2023-12-03,3,Very durable and performs well for daily use.,0.9998507499694824,Mixed Positive
141,98,9,Baseball Glove,2024-10-15,5,Amazing  value  for  the    price.,0.9998892545700073,Positive
142,15,7,Basketball,2023-08-04,5,"Excellent  product,  highly  recommend!",0.9998780488967896,Positive
143,3,12,Ice Skates,2023-04-12,3,"Average  experience,  nothing  special.",-0.9992826581001282,Mixed Negative
144,27,15,Climbing Rope,2025-08-16,4,The  build  quality  is  impressive.,0.999881386756897,Positive
145,27,10,Golf Clubs,2024-03-05,3,"The    product  is  okay,  but  the  instructions  were  unclear.",-0.9967684745788574,Mixed Negative
146,5,13,Swim Goggles,2025-01-09,4,"I  love  this  product,  will  buy  again!",0.9998741149902344,Positive
147,100,20,Boxing Gloves,2025-01-25,2,"Average  experience,  nothing  special.",-0.9992826581001282,Negative
148,17,18,Volleyball,2024-11-05,1,"Average  experience,  nothing  special.",-0.9992826581001282,Negative
149,50,3,Yoga Mat,2023-12-20,4,The  quality  is  top-notch.,0.9998470544815063,Positive
150,4,15,Climbing Rope,2024-06-18,5,"I  love  this  product,  will  buy    again!",0.9998741149902344,Positive
151,21,19,Hockey Stick,2023-10-30,3,"Average quality, delivery was slightly delayed.",-0.998961329460144,Mixed Negative
152,32,16,Kayak,2025-12-15,3,"Good  quality,  but    could  be  cheaper.",0.9559400081634521,Mixed Positive
153,95,11,Ski Boots,2023-11-06,5,Amazing  value  for  the  price.,0.9998892545700073,Positive
154,3,12,Ice Skates,2023-12-19,4,The  quality  is  top-notch.,0.9998470544815063,Positive
155,89,3,Yoga Mat,2025-12-10,4,Customer  support  was  very  helpful.,0.9991816878318787,Positive
156,5,7,Basketball,2025-01-26,5,The  build  quality  is  impressive.,0.999881386756897,Positive
157,10,17,Surfboard,2025-10-14,2,The  product  arrived  late.,-0.9984032511711121,Negative
158,37,2,Fitness Tracker,2024-04-16,5,"Great  purchase,  very  satisfied.",0.9998626708984375,Positive
159,23,12,Ice Skates,2023-09-01,5,"I  love  this  product,    will  buy  again!",0.9998741149902344,Positive
160,71,9,Baseball Glove,2024-01-02,2,"Average product, works fine but feels slightly overpriced.",-0.9987505674362183,Negative
161,9,18,Volleyball,2025-08-05,2,The  product  arrived    late.,-0.9984032511711121,Negative
162,64,20,Boxing Gloves,2023-07-25,3,"Average  experience,  nothing  special.",-0.9992826581001282,Mixed Negative
163,89,7,Basketball,2023-05-27,5,The  quality  is  top-notch.,0.9998470544815063,Positive
164,25,19,Hockey Stick,2024-03-16,2,Product  did  not    meet  my  expectations.,-0.9997606873512268,Negative
165,97,3,Yoga Mat,2025-06-03,4,The  quality  is  top-notch.,0.9998470544815063,Positive
166,87,3,Yoga Mat,2023-11-01,3,"Good    quality,  but  could  be  cheaper.",0.9559400081634521,Mixed Positive
167,28,16,Kayak,2023-08-02,2,Product  did  not  meet    my  expectations.,-0.9997606873512268,Negative
168,72,2,Fitness Tracker,2025-12-13,3,Customer  support  was  very  helpful.,0.9991816878318787,Mixed Positive
169,26,8,Football Helmet,2025-09-28,5,Five  stars  for  the  quick    delivery.,0.9993364214897156,Positive
170,53,13,Swim Goggles,2024-06-23,5,The  build  quality  is  impressive.,0.999881386756897,Positive
171,2,16,Kayak,2024-02-16,3,"Usable for beginners, though the overall quality does not justify the price.",0.9775550365447998,Mixed Positive
172,79,2,Fitness Tracker,2024-11-23,3,"Average product, works fine but feels slightly overpriced.",-0.9987505674362183,Mixed Negative
173,15,16,Kayak,2025-05-30,5,Customer  support  was  very  helpful.,0.9991816878318787,Positive
174,91,8,Football Helmet,2024-06-23,4,"I  love  this  product,  will  buy  again!",0.9998741149902344,Positive
175,3,6,Tennis Racket,2024-11-02,3,"Average quality, delivery was slightly delayed.",-0.998961329460144,Mixed Negative
176,21,11,Ski Boots,2023-11-23,3,"The  product  is  okay,  but  the  instructions  were  unclear.",-0.9967684745788574,Mixed Negative
177,93,19,Hockey Stick,2025-07-03,4,"I  love  this  product,  will  buy  again!",0.9998741149902344,Positive
178,17,20,Boxing Gloves,2025-05-25,4,The  quality  is    top-notch.,0.9998470544815063,Positive
179,46,20,Boxing Gloves,2025-11-26,4,"Great  purchase,  very  satisfied.",0.9998626708984375,Positive
180,77,5,Soccer Ball,2023-03-08,4,"Great  purchase,    very  satisfied.",0.9998626708984375,Positive
181,4,3,Yoga Mat,2024-08-09,4,The  build  quality  is  impressive.,0.999881386756897,Positive
182,21,11,Ski Boots,2024-03-08,5,"Excellent  product,  highly  recommend!",0.9998780488967896,Positive
183,13,5,Soccer Ball,2025-06-08,4,"Great  purchase,  very  satisfied.",0.9998626708984375,Positive
184,59,5,Soccer Ball,2024-12-29,4,Packaging was adequate and delivery was timely.,0.9997827410697937,Positive
185,8,6,Tennis Racket,2023-11-13,2,Product  did  not  meet  my  expectations.,-0.9997606873512268,Negative
186,22,13,Swim Goggles,2023-02-17,4,The  quality  is  top-notch.,0.9998470544815063,Positive
187,58,18,Volleyball,2025-05-01,4,The  quality  is  top-notch.,0.9998470544815063,Positive
188,70,5,Soccer Ball,2025-09-19,5,Exceeded  my  expectations!,0.9995620846748352,Positive
189,83,7,Basketball,2025-03-13,2,The  product    arrived  late.,-0.9984032511711121,Negative
190,83,3,Yoga Mat,2023-08-10,3,"Average quality, delivery was slightly delayed.",-0.998961329460144,Mixed Negative
191,68,3,Yoga Mat,2024-09-05,4,"Great  purchase,    very  satisfied.",0.9998626708984375,Positive
192,42,17,Surfboard,2023-08-04,5,"Excellent  product,  highly  recommend!",0.9998780488967896,Positive
193,84,20,Boxing Gloves,2024-06-21,3,"The  product  is  okay,  but  the  instructions  were    unclear.",-0.9967684745788574,Mixed Negative
194,7,7,Basketball,2025-05-19,1,The  product  arrived  late.,-0.9984032511711121,Negative
195,75,5,Soccer Ball,2023-10-25,5,Amazing  value  for  the  price.,0.9998892545700073,Positive
196,91,2,Fitness Tracker,2023-10-29,3,"Average  experience,  nothing  special.",-0.9992826581001282,Mixed Negative
197,51,15,Climbing Rope,2024-11-27,4,"I  love  this  product,    will  buy  again!",0.9998741149902344,Positive
198,57,8,Football Helmet,2023-08-27,5,Five  stars  for  the  quick  delivery.,0.9993364214897156,Positive
199,6,13,Swim Goggles,2024-08-20,5,The    quality  is  top-notch.,0.9998470544815063,Positive
200,30,17,Surfboard,2025-01-09,3,Very durable and performs well for daily use.,0.9998507499694824,Mixed Positive
201,59,6,Tennis Racket,2023-05-23,2,"Build quality is okay, however durability could definitely be better.",0.9826349020004272,Mixed Negative
202,33,9,Baseball Glove,2023-09-06,5,Amazing  value  for  the  price.,0.9998892545700073,Positive
203,66,18,Volleyball,2023-11-22,3,"Average  experience,  nothing  special.",-0.9992826581001282,Mixed Negative
204,95,14,Cycling Helmet,2024-11-29,4,"Great  purchase,  very    satisfied.",0.9998626708984375,Positive
205,88,12,Ice Skates,2023-04-06,5,Amazing  value  for  the  price.,0.9998892545700073,Positive
206,72,14,Cycling Helmet,2023-08-22,4,The product reached without any damage.,0.9913528561592102,Positive
207,95,18,Volleyball,2025-06-07,4,"I  love  this  product,  will  buy  again!",0.9998741149902344,Positive
208,94,8,Football Helmet,2023-03-25,4,"Great  purchase,  very  satisfied.",0.9998626708984375,Positive
209,70,8,Football Helmet,2025-11-05,3,"Average  experience,  nothing  special.",-0.9992826581001282,Mixed Negative
210,28,1,Running Shoes,2023-12-10,2,The  product  arrived  late.,-0.9984032511711121,Negative
211,84,12,Ice Skates,2025-03-07,4,Five  stars  for  the  quick  delivery.,0.9993364214897156,Positive
212,87,10,Golf Clubs,2023-01-03,1,"Terrible  customer  service,  would  not  buy  again.",-0.9995811581611633,Negative
213,7,13,Swim Goggles,2024-04-09,5,Shipping  was  fast  and    the  item  was  well-packaged.,0.9998056292533875,Positive
214,53,18,Volleyball,2025-04-13,3,Five  stars  for  the  quick  delivery.,0.9993364214897156,Mixed Positive
215,55,10,Golf Clubs,2024-01-07,2,Product  did  not  meet  my  expectations.,-0.9997606873512268,Negative
216,49,7,Basketball,2023-11-14,3,"The  product  is  okay,  but  the  instructions  were  unclear.",-0.9967684745788574,Mixed Negative
217,62,11,Ski Boots,2023-08-19,5,Amazing  value    for  the  price.,0.9998892545700073,Positive
218,35,8,Football Helmet,2024-09-14,4,The  quality  is  top-notch.,0.9998470544815063,Positive
219,90,9,Baseball Glove,2023-02-18,4,Five  stars  for  the  quick  delivery.,0.9993364214897156,Positive
220,78,9,Baseball Glove,2025-08-12,2,Disappointed  with  the  performance.,-0.9997925162315369,Negative
221,26,2,Fitness Tracker,2024-10-21,4,The  build  quality  is  impressive.,0.999881386756897,Positive
222,54,14,Cycling Helmet,2024-02-28,5,Customer  support  was  very  helpful.,0.9991816878318787,Positive
223,37,16,Kayak,2023-07-31,5,Exceeded  my  expectations!,0.9995620846748352,Positive
224,68,15,Climbing Rope,2023-03-27,4,"Great  purchase,    very  satisfied.",0.9998626708984375,Positive
225,80,1,Running Shoes,2025-09-08,3,"The  product  is  okay,  but  the  instructions  were  unclear.",-0.9967684745788574,Mixed Negative
226,60,9,Baseball Glove,2023-08-23,2,The  product  arrived  late.,-0.9984032511711121,Negative
227,74,11,Ski Boots,2024-08-10,4,"Good    quality,  but  could  be  cheaper.",0.9559400081634521,Positive
228,20,19,Hockey Stick,2025-10-23,2,"The  product  is  okay,  but  the  instructions  were  unclear.",-0.9967684745788574,Negative
229,69,12,Ice Skates,2023-02-07,4,The    quality  is  top-notch.,0.9998470544815063,Positive
230,54,11,Ski Boots,2023-10-19,2,The  product  arrived  late.,-0.9984032511711121,Negative
231,15,16,Kayak,2025-04-15,5,Five  stars  for  the  quick  delivery.,0.9993364214897156,Positive
232,17,3,Yoga Mat,2025-10-11,5,Five  stars  for  the  quick  delivery.,0.9993364214897156,Positive
233,81,4,Dumbbells,2024-11-14,2,The  product  arrived  late.,-0.9984032511711121,Negative
234,80,9,Baseball Glove,2023-03-06,5,The  build  quality  is  impressive.,0.999881386756897,Positive
235,54,3,Yoga Mat,2024-03-18,4,Customer  support  was  very  helpful.,0.9991816878318787,Positive
236,55,16,Kayak,2025-03-03,5,"Great  purchase,  very  satisfied.",0.9998626708984375,Positive
237,44,2,Fitness Tracker,2025-09-29,4,The  quality  is  top-notch.,0.9998470544815063,Positive
238,47,9,Baseball Glove,2023-04-18,4,"Great  purchase,  very  satisfied.",0.9998626708984375,Positive
239,45,9,Baseball Glove,2024-01-28,5,Exceeded  my  expectations!,0.9995620846748352,Positive
240,20,16,Kayak,2024-11-09,5,Five  stars  for  the  quick  delivery.,0.9993364214897156,Positive
241,61,15,Climbing Rope,2024-04-22,4,Five  stars  for  the  quick  delivery.,0.9993364214897156,Positive
242,20,20,Boxing Gloves,2025-06-07,4,The  quality  is  top-notch.,0.9998470544815063,Positive
243,24,11,Ski Boots,2023-02-17,1,I  had  a  bad  experience  with  this  product.,-0.9998112320899963,Negative
244,36,4,Dumbbells,2023-08-25,4,"Great  purchase,  very  satisfied.",0.9998626708984375,Positive
245,50,3,Yoga Mat,2023-03-23,3,Very durable and performs well for daily use.,0.9998507499694824,Mixed Positive
246,71,12,Ice Skates,2023-07-23,4,The    quality  is  top-notch.,0.9998470544815063,Positive
247,28,6,Tennis Racket,2025-11-24,5,"Excellent  product,  highly    recommend!",0.9998780488967896,Positive
248,81,6,Tennis Racket,2023-07-15,3,Very durable and performs well for daily use.,0.9998507499694824,Mixed Positive
249,75,2,Fitness Tracker,2023-01-04,1,"Not    satisfied,  the  product  broke  after  a  week.",-0.9994804263114929,Negative
250,22,11,Ski Boots,2023-09-21,1,The  product  stopped  working  after  a  month.,-0.999716579914093,Negative
251,16,2,Fitness Tracker,2024-02-01,4,Very durable and performs well for daily use.,0.9998507499694824,Positive
252,6,6,Tennis Racket,2025-03-18,5,The  build  quality  is    impressive.,0.999881386756897,Positive
253,75,15,Climbing Rope,2024-08-03,3,"Great  purchase,  very  satisfied.",0.9998626708984375,Mixed Positive
254,30,19,Hockey Stick,2025-12-31,3,"Average  experience,  nothing  special.",-0.9992826581001282,Mixed Negative
255,13,16,Kayak,2024-01-23,5,"I  love  this  product,  will  buy  again!",0.9998741149902344,Positive
256,91,3,Yoga Mat,2024-02-11,4,"Average quality, delivery was slightly delayed.",-0.998961329460144,Mixed Positive
257,84,13,Swim Goggles,2023-10-03,3,"Average  experience,  nothing    special.",-0.9992826581001282,Mixed Negative
258,34,7,Basketball,2025-05-13,4,"Great    purchase,  very  satisfied.",0.9998626708984375,Positive
259,75,2,Fitness Tracker,2023-08-24,3,"The  product  is  okay,  but  the  instructions  were  unclear.",-0.9967684745788574,Mixed Negative
260,44,18,Volleyball,2024-03-07,3,"Average  experience,  nothing  special.",-0.9992826581001282,Mixed Negative
261,29,12,Ice Skates,2024-10-15,4,Customer  support  was  very  helpful.,0.9991816878318787,Positive
