ReviewID,CustomerID,ProductID,ProductName,ReviewDate,Rating,ReviewText,BERT_SentimentScore,SentimentBucket,IssueType,IssueConfidence
46,27,5,Soccer Ball,2025-05-07,4,Five  stars  for  the  quick  delivery.,0.9993364214897156,Positive,support,0.2803
47,19,13,Swim Goggles,2024-06-01,4,Five  stars  for  the  quick  delivery.,0.9993364214897156,Positive,support,0.2803
48,70,17,Surfboard,2023-10-08,4,Shipping  was  fast  and  the  item    was  well-packaged.,0.9998056292533876,Positive,delivery,0.2728
49,3,7,Basketball,2025-06-09,3,"Good  quality,  but  could    be  cheaper.",0.955940008163452,Mixed Positive,quality,0.3168
50,62,4,Dumbbells,2023-01-07,1,The  product  stopped  working  after  a  month.,-0.999716579914093,Negative,quality,0.3017
51,49,17,Surfboard,2023-04-14,4,Five  stars  for  the  quick  delivery.,0.9993364214897156,Positive,support,0.2803
52,75,11,Ski Boots,2024-04-07,4,"I  love  this  product,  will  buy  again!",0.9998741149902344,Positive,pricing,0.2354
53,73,18,Volleyball,2025-12-28,4,Five  stars  for    the  quick  delivery.,0.9993364214897156,Positive,support,0.2803
54,33,8,Football Helmet,2023-05-03,5,"Excellent  product,  highly  recommend!",0.9998780488967896,Positive,quality,0.2978
55,57,9,Baseball Glove,2025-11-03,3,Customer  support  was    very  helpful.,0.9991816878318788,Mixed Positive,support,0.3455
56,15,10,Golf Clubs,2025-12-11,3,The product reached without any damage.,0.9913528561592102,Mixed Positive,packaging,0.2376
57,41,10,Golf Clubs,2024-04-06,2,Disappointed  with  the  performance.,-0.9997925162315368,Negative,support,0.248
58,78,7,Basketball,2024-07-16,2,"The  product    is  okay,  but  the  instructions  were  unclear.",-0.9967684745788574,Negative,quality,0.2548
59,98,9,Baseball Glove,2024-09-01,4,The  build  quality  is  impressive.,0.999881386756897,Positive,quality,0.4293
60,11,16,Kayak,2023-12-27,4,"Great  purchase,  very  satisfied.",0.9998626708984376,Positive,support,0.2698
61,50,19,Hockey Stick,2023-02-24,4,"Great  purchase,    very  satisfied.",0.9998626708984376,Positive,support,0.2698
62,35,17,Surfboard,2023-03-18,2,"Average  experience,  nothing  special.",-0.9992826581001282,Negative,support,0.2637
63,93,2,Fitness Tracker,2025-01-05,4,Five  stars  for  the  quick  delivery.,0.9993364214897156,Positive,support,0.2803
64,86,11,Ski Boots,2025-10-30,4,Customer  support  was  very  helpful.,0.9991816878318788,Positive,support,0.3455
65,34,3,Yoga Mat,2024-06-15,1,"Build quality is okay, however durability could definitely be better.",0.9826349020004272,Mixed Negative,quality,0.507
66,94,16,Kayak,2023-06-17,4,"I  love  this  product,  will  buy    again!",0.9998741149902344,Positive,pricing,0.2354
67,67,13,Swim Goggles,2025-04-12,3,"Average  experience,  nothing  special.",-0.9992826581001282,Mixed Negative,support,0.2637
68,38,7,Basketball,2023-03-23,3,"The  product  is  okay,  but  the  instructions  were  unclear.",-0.9967684745788574,Mixed Negative,quality,0.2548
69,77,12,Ice Skates,2025-08-03,3,Five  stars  for  the  quick  delivery.,0.9993364214897156,Mixed Positive,support,0.2803
70,93,5,Soccer Ball,2024-01-30,4,Shipping  was  fast    and  the  item  was  well-packaged.,0.9998056292533876,Positive,delivery,0.2728
71,24,11,Ski Boots,2025-07-28,3,Very durable and performs well for daily use.,0.9998507499694824,Mixed Positive,quality,0.4388
72,29,4,Dumbbells,2023-05-29,5,The    build  quality  is  impressive.,0.999881386756897,Positive,quality,0.4293
73,68,19,Hockey Stick,2025-05-05,5,"I  love  this  product,  will  buy  again!",0.9998741149902344,Positive,pricing,0.2354
74,59,9,Baseball Glove,2023-05-16,3,"The  product  is  okay,  but  the  instructions  were  unclear.",-0.9967684745788574,Mixed Negative,quality,0.2548
75,22,3,Yoga Mat,2024-01-13,5,Shipping  was  fast  and  the  item  was  well-packaged.,0.9998056292533876,Positive,delivery,0.2728
76,9,10,Golf Clubs,2025-08-31,4,"Great  purchase,  very  satisfied.",0.9998626708984376,Positive,support,0.2698
77,74,5,Soccer Ball,2023-03-15,4,"Great  purchase,    very  satisfied.",0.9998626708984376,Positive,support,0.2698
78,6,10,Golf Clubs,2024-12-09,5,Five  stars  for  the  quick  delivery.,0.9993364214897156,Positive,support,0.2803
79,84,15,Climbing Rope,2024-05-28,2,The  product  arrived    late.,-0.998403251171112,Negative,delivery,0.2442
80,98,16,Kayak,2025-05-24,3,"Average product, works fine but feels slightly overpriced.",-0.9987505674362184,Mixed Negative,quality,0.4239
81,3,19,Hockey Stick,2024-09-04,4,Five  stars  for  the  quick  delivery.,0.9993364214897156,Positive,support,0.2803
82,78,13,Swim Goggles,2023-05-02,4,Shipping    was  fast  and  the  item  was  well-packaged.,0.9998056292533876,Positive,delivery,0.2728
83,32,11,Ski Boots,2025-05-26,4,The  quality  is    top-notch.,0.9998470544815063,Positive,quality,0.3895
84,40,20,Boxing Gloves,2023-07-17,4,"Average product, quality is fine but price feels slightly high.",0.9017502069473268,Positive,quality,0.336
85,17,6,Tennis Racket,2025-10-25,5,Five  stars  for  the  quick  delivery.,0.9993364214897156,Positive,support,0.2803
86,78,3,Yoga Mat,2025-10-06,5,"Excellent  product,  highly  recommend!",0.9998780488967896,Positive,quality,0.2978
87,89,17,Surfboard,2023-05-26,3,Not    worth  the  money.,-0.9998021721839904,Mixed Negative,pricing,0.2816
88,93,19,Hockey Stick,2025-08-26,4,Exceeded  my  expectations!,0.9995620846748352,Positive,support,0.226
89,60,3,Yoga Mat,2024-07-08,3,The  quality  is  top-notch.,0.9998470544815063,Mixed Positive,quality,0.3895
90,47,17,Surfboard,2025-11-12,4,Five  stars  for  the  quick  delivery.,0.9993364214897156,Positive,support,0.2803
91,4,16,Kayak,2025-09-27,3,"Great  purchase,  very  satisfied.",0.9998626708984376,Mixed Positive,support,0.2698
92,2,16,Kayak,2023-11-21,3,"Average product, works fine but feels slightly overpriced.",-0.9987505674362184,Mixed Negative,quality,0.4239
93,60,13,Swim Goggles,2024-09-05,3,"Build quality is okay, however durability could definitely be better.",0.9826349020004272,Mixed Positive,quality,0.507
94,2,16,Kayak,2025-03-14,4,The  quality  is  top-notch.,0.9998470544815063,Positive,quality,0.3895
95,16,16,Kayak,2024-04-07,4,The product reached without any damage.,0.9913528561592102,Positive,packaging,0.2376
96,19,13,Swim Goggles,2023-09-02,3,"Average product, quality is fine but price feels slightly high.",0.9017502069473268,Mixed Positive,quality,0.336
97,64,6,Tennis Racket,2024-01-19,3,"The  product  is  okay,  but  the  instructions  were  unclear.",-0.9967684745788574,Mixed Negative,quality,0.2548
98,96,3,Yoga Mat,2025-11-20,5,Exceeded  my  expectations!,0.9995620846748352,Positive,support,0.226
99,79,16,Kayak,2025-01-29,2,"Average  experience,  nothing  special.",-0.9992826581001282,Negative,support,0.2637
100,9,2,Fitness Tracker,2025-06-20,3,"Average product, works fine but feels slightly overpriced.",-0.9987505674362184,Mixed Negative,quality,0.4239
101,61,18,Volleyball,2024-09-11,5,The  build  quality  is  impressive.,0.999881386756897,Positive,quality,0.4293
102,4,2,Fitness Tracker,2025-08-22,5,"Excellent  product,  highly  recommend!",0.9998780488967896,Positive,quality,0.2978
103,82,14,Cycling Helmet,2024-11-17,5,The  quality  is  top-notch.,0.9998470544815063,Positive,quality,0.3895
104,96,5,Soccer Ball,2023-01-06,4,"I  love    this  product,  will  buy  again!",0.9998741149902344,Positive,pricing,0.2354
105,32,12,Ice Skates,2024-08-27,2,The  product    arrived  late.,-0.998403251171112,Negative,delivery,0.2442
106,94,17,Surfboard,2024-02-25,2,"Average  experience,  nothing  special.",-0.9992826581001282,Negative,support,0.2637
107,26,10,Golf Clubs,2025-02-17,5,Five  stars  for    the  quick  delivery.,0.9993364214897156,Positive,support,0.2803
108,80,17,Surfboard,2023-12-22,5,Five  stars  for  the    quick  delivery.,0.9993364214897156,Positive,support,0.2803
109,38,10,Golf Clubs,2023-07-25,4,Customer  support  was  very  helpful.,0.9991816878318788,Positive,support,0.3455
110,54,12,Ice Skates,2024-08-02,4,Customer    support  was  very  helpful.,0.9991816878318788,Positive,support,0.3455
111,43,7,Basketball,2023-11-05,4,Five  stars  for  the  quick  delivery.,0.9993364214897156,Positive,support,0.2803
112,87,3,Yoga Mat,2023-05-26,5,"Excellent  product,  highly  recommend!",0.9998780488967896,Positive,quality,0.2978
113,27,9,Baseball Glove,2024-03-31,2,Disappointed  with  the  performance.,-0.9997925162315368,Negative,support,0.248
114,52,19,Hockey Stick,2025-05-04,2,"Average  experience,  nothing  special.",-0.9992826581001282,Negative,support,0.2637
115,82,9,Baseball Glove,2023-09-28,4,Five  stars  for  the  quick  delivery.,0.9993364214897156,Positive,support,0.2803
116,70,18,Volleyball,2023-07-23,4,The  quality  is  top-notch.,0.9998470544815063,Positive,quality,0.3895
117,20,14,Cycling Helmet,2025-04-19,4,Customer  support  was  very  helpful.,0.9991816878318788,Positive,support,0.3455
118,59,6,Tennis Racket,2024-05-01,1,The  product  arrived  late.,-0.998403251171112,Negative,delivery,0.2442
119,34,5,Soccer Ball,2025-09-06,4,"Great  purchase,  very    satisfied.",0.9998626708984376,Positive,support,0.2698
120,3,20,Boxing Gloves,2024-08-18,4,The  quality  is  top-notch.,0.9998470544815063,Positive,quality,0.3895
121,91,1,Running Shoes,2025-11-02,2,"Average quality, delivery was slightly delayed.",-0.998961329460144,Negative,support,0.2442
122,83,14,Cycling Helmet,2024-09-27,2,"It performs the basic function, but I expected better finishing and comfort.",-0.9803825616836548,Negative,quality,0.2989
123,93,1,Running Shoes,2025-09-22,4,"Average product, quality is fine but price feels slightly high.",0.9017502069473268,Positive,quality,0.336
124,36,16,Kayak,2023-07-17,5,Customer  support  was  very  helpful.,0.9991816878318788,Positive,support,0.3455
125,55,11,Ski Boots,2025-12-20,5,"I  love  this  product,  will  buy  again!",0.9998741149902344,Positive,pricing,0.2354
126,32,10,Golf Clubs,2024-08-12,5,Exceeded  my  expectations!,0.9995620846748352,Positive,support,0.226
127,47,8,Football Helmet,2025-03-25,4,"Great  purchase,  very  satisfied.",0.9998626708984376,Positive,support,0.2698
128,71,20,Boxing Gloves,2023-12-13,2,"Average  experience,  nothing  special.",-0.9992826581001282,Negative,support,0.2637
129,46,13,Swim Goggles,2025-02-14,4,"Average product, quality is fine but price feels slightly high.",0.9017502069473268,Positive,quality,0.336
130,88,3,Yoga Mat,2025-09-22,5,"Great    purchase,  very  satisfied.",0.9998626708984376,Positive,support,0.2698
131,42,5,Soccer Ball,2023-06-16,5,Amazing  value  for  the  price.,0.9998892545700072,Positive,pricing,0.3689
132,21,7,Basketball,2025-11-13,2,Product  did  not  meet  my  expectations.,-0.9997606873512268,Negative,quality,0.2876
133,40,4,Dumbbells,2025-05-24,4,The  quality  is  top-notch.,0.9998470544815063,Positive,quality,0.3895
134,74,4,Dumbbells,2024-03-27,3,"Good  quality,  but  could    be  cheaper.",0.955940008163452,Mixed Positive,quality,0.3168
135,48,14,Cycling Helmet,2023-06-08,4,"I  love  this  product,  will  buy  again!",0.9998741149902344,Positive,pricing,0.2354
136,17,3,Yoga Mat,2025-03-27,5,Amazing  value  for    the  price.,0.9998892545700072,Positive,pricing,0.3689
137,88,6,Tennis Racket,2023-03-02,4,"Good  quality,  but  could    be  cheaper.",0.955940008163452,Positive,quality,0.3168
138,28,15,Climbing Rope,2023-01-18,5,Five  stars  for  the  quick  delivery.,0.9993364214897156,Positive,support,0.2803
139,36,16,Kayak,2023-04-20,4,Customer  support  was  very  helpful.,0.9991816878318788,Positive,support,0.3455
140,53,18,Volleyball,2023-12-03,3,Very durable and performs well for daily use.,0.9998507499694824,Mixed Positive,quality,0.4388
141,98,9,Baseball Glove,2024-10-15,5,Amazing  value  for  the    price.,0.9998892545700072,Positive,pricing,0.3689
142,15,7,Basketball,2023-08-04,5,"Excellent  product,  highly  recommend!",0.9998780488967896,Positive,quality,0.2978
143,3,12,Ice Skates,2023-04-12,3,"Average  experience,  nothing  special.",-0.9992826581001282,Mixed Negative,support,0.2637
144,27,15,Climbing Rope,2025-08-16,4,The  build  quality  is  impressive.,0.999881386756897,Positive,quality,0.4293
145,27,10,Golf Clubs,2024-03-05,3,"The    product  is  okay,  but  the  instructions  were  unclear.",-0.9967684745788574,Mixed Negative,quality,0.2548
146,5,13,Swim Goggles,2025-01-09,4,"I  love  this  product,  will  buy  again!",0.9998741149902344,Positive,pricing,0.2354
147,100,20,Boxing Gloves,2025-01-25,2,"Average  experience,  nothing  special.",-0.9992826581001282,Negative,support,0.2637
148,17,18,Volleyball,2024-11-05,1,"Average  experience,  nothing  special.",-0.9992826581001282,Negative,support,0.2637
149,50,3,Yoga Mat,2023-12-20,4,The  quality  is  top-notch.,0.9998470544815063,Positive,quality,0.3895
150,4,15,Climbing Rope,2024-06-18,5,"I  love  this  product,  will  buy    again!",0.9998741149902344,Positive,pricing,0.2354
151,21,19,Hockey Stick,2023-10-30,3,"Average quality, delivery was slightly delayed.",-0.998961329460144,Mixed Negative,support,0.2442
152,32,16,Kayak,2025-12-15,3,"Good  quality,  but    could  be  cheaper.",0.955940008163452,Mixed Positive,quality,0.3168
153,95,11,Ski Boots,2023-11-06,5,Amazing  value  for  the  price.,0.9998892545700072,Positive,pricing,0.3689
154,3,12,Ice Skates,2023-12-19,4,The  quality  is  top-notch.,0.9998470544815063,Positive,quality,0.3895
155,89,3,Yoga Mat,2025-12-10,4,Customer  support  was  very  helpful.,0.9991816878318788,Positive,support,0.3455
156,5,7,Basketball,2025-01-26,5,The  build  quality  is  impressive.,0.999881386756897,Positive,quality,0.4293
157,10,17,Surfboard,2025-10-14,2,The  product  arrived  late.,-0.998403251171112,Negative,delivery,0.2442
158,37,2,Fitness Tracker,2024-04-16,5,"Great  purchase,  very  satisfied.",0.9998626708984376,Positive,support,0.2698
159,23,12,Ice Skates,2023-09-01,5,"I  love  this  product,    will  buy  again!",0.9998741149902344,Positive,pricing,0.2354
160,71,9,Baseball Glove,2024-01-02,2,"Average product, works fine but feels slightly overpriced.",-0.9987505674362184,Negative,quality,0.4239
161,9,18,Volleyball,2025-08-05,2,The  product  arrived    late.,-0.998403251171112,Negative,delivery,0.2442
162,64,20,Boxing Gloves,2023-07-25,3,"Average  experience,  nothing  special.",-0.9992826581001282,Mixed Negative,support,0.2637
163,89,7,Basketball,2023-05-27,5,The  quality  is  top-notch.,0.9998470544815063,Positive,quality,0.3895
164,25,19,Hockey Stick,2024-03-16,2,Product  did  not    meet  my  expectations.,-0.9997606873512268,Negative,quality,0.2876
165,97,3,Yoga Mat,2025-06-03,4,The  quality  is  top-notch.,0.9998470544815063,Positive,quality,0.3895
166,87,3,Yoga Mat,2023-11-01,3,"Good    quality,  but  could  be  cheaper.",0.955940008163452,Mixed Positive,quality,0.3168
167,28,16,Kayak,2023-08-02,2,Product  did  not  meet    my  expectations.,-0.9997606873512268,Negative,quality,0.2876
168,72,2,Fitness Tracker,2025-12-13,3,Customer  support  was  very  helpful.,0.9991816878318788,Mixed Positive,support,0.3455
169,26,8,Football Helmet,2025-09-28,5,Five  stars  for  the  quick    delivery.,0.9993364214897156,Positive,support,0.2803
170,53,13,Swim Goggles,2024-06-23,5,The  build  quality  is  impressive.,0.999881386756897,Positive,quality,0.4293
171,2,16,Kayak,2024-02-16,3,"Usable for beginners, though the overall quality does not justify the price.",0.9775550365447998,Mixed Positive,quality,0.4026
172,79,2,Fitness Tracker,2024-11-23,3,"Average product, works fine but feels slightly overpriced.",-0.9987505674362184,Mixed Negative,quality,0.4239
173,15,16,Kayak,2025-05-30,5,Customer  support  was  very  helpful.,0.9991816878318788,Positive,support,0.3455
174,91,8,Football Helmet,2024-06-23,4,"I  love  this  product,  will  buy  again!",0.9998741149902344,Positive,pricing,0.2354
175,3,6,Tennis Racket,2024-11-02,3,"Average quality, delivery was slightly delayed.",-0.998961329460144,Mixed Negative,support,0.2442
176,21,11,Ski Boots,2023-11-23,3,"The  product  is  okay,  but  the  instructions  were  unclear.",-0.9967684745788574,Mixed Negative,quality,0.2548
177,93,19,Hockey Stick,2025-07-03,4,"I  love  this  product,  will  buy  again!",0.9998741149902344,Positive,pricing,0.2354
178,17,20,Boxing Gloves,2025-05-25,4,The  quality  is    top-notch.,0.9998470544815063,Positive,quality,0.3895
179,46,20,Boxing Gloves,2025-11-26,4,"Great  purchase,  very  satisfied.",0.9998626708984376,Positive,support,0.2698
180,77,5,Soccer Ball,2023-03-08,4,"Great  purchase,    very  satisfied.",0.9998626708984376,Positive,support,0.2698
181,4,3,Yoga Mat,2024-08-09,4,The  build  quality  is  impressive.,0.999881386756897,Positive,quality,0.4293
182,21,11,Ski Boots,2024-03-08,5,"Excellent  product,  highly  recommend!",0.9998780488967896,Positive,quality,0.2978
183,13,5,Soccer Ball,2025-06-08,4,"Great  purchase,  very  satisfied.",0.9998626708984376,Positive,support,0.2698
184,59,5,Soccer Ball,2024-12-29,4,Packaging was adequate and delivery was timely.,0.9997827410697936,Positive,packaging,0.3048
185,8,6,Tennis Racket,2023-11-13,2,Product  did  not  meet  my  expectations.,-0.9997606873512268,Negative,quality,0.2876
186,22,13,Swim Goggles,2023-02-17,4,The  quality  is  top-notch.,0.9998470544815063,Positive,quality,0.3895
187,58,18,Volleyball,2025-05-01,4,The  quality  is  top-notch.,0.9998470544815063,Positive,quality,0.3895
188,70,5,Soccer Ball,2025-09-19,5,Exceeded  my  expectations!,0.9995620846748352,Positive,support,0.226
189,83,7,Basketball,2025-03-13,2,The  product    arrived  late.,-0.998403251171112,Negative,delivery,0.2442
190,83,3,Yoga Mat,2023-08-10,3,"Average quality, delivery was slightly delayed.",-0.998961329460144,Mixed Negative,support,0.2442
191,68,3,Yoga Mat,2024-09-05,4,"Great  purchase,    very  satisfied.",0.9998626708984376,Positive,support,0.2698
192,42,17,Surfboard,2023-08-04,5,"Excellent  product,  highly  recommend!",0.9998780488967896,Positive,quality,0.2978
193,84,20,Boxing Gloves,2024-06-21,3,"The  product  is  okay,  but  the  instructions  were    unclear.",-0.9967684745788574,Mixed Negative,quality,0.2548
194,7,7,Basketball,2025-05-19,1,The  product  arrived  late.,-0.998403251171112,Negative,delivery,0.2442
195,75,5,Soccer Ball,2023-10-25,5,Amazing  value  for  the  price.,0.9998892545700072,Positive,pricing,0.3689
196,91,2,Fitness Tracker,2023-10-29,3,"Average  experience,  nothing  special.",-0.9992826581001282,Mixed Negative,support,0.2637
197,51,15,Climbing Rope,2024-11-27,4,"I  love  this  product,    will  buy  again!",0.9998741149902344,Positive,pricing,0.2354
198,57,8,Football Helmet,2023-08-27,5,Five  stars  for  the  quick  delivery.,0.9993364214897156,Positive,support,0.2803
199,6,13,Swim Goggles,2024-08-20,5,The    quality  is  top-notch.,0.9998470544815063,Positive,quality,0.3895
200,30,17,Surfboard,2025-01-09,3,Very durable and performs well for daily use.,0.9998507499694824,Mixed Positive,quality,0.4388
201,59,6,Tennis Racket,2023-05-23,2,"Build quality is okay, however durability could definitely be better.",0.9826349020004272,Mixed Negative,quality,0.507
202,33,9,Baseball Glove,2023-09-06,5,Amazing  value  for  the  price.,0.9998892545700072,Positive,pricing,0.3689
203,66,18,Volleyball,2023-11-22,3,"Average  experience,  nothing  special.",-0.9992826581001282,Mixed Negative,support,0.2637
204,95,14,Cycling Helmet,2024-11-29,4,"Great  purchase,  very    satisfied.",0.9998626708984376,Positive,support,0.2698
205,88,12,Ice Skates,2023-04-06,5,Amazing  value  for  the  price.,0.9998892545700072,Positive,pricing,0.3689
206,72,14,Cycling Helmet,2023-08-22,4,The product reached without any damage.,0.9913528561592102,Positive,packaging,0.2376
207,95,18,Volleyball,2025-06-07,4,"I  love  this  product,  will  buy  again!",0.9998741149902344,Positive,pricing,0.2354
208,94,8,Football Helmet,2023-03-25,4,"Great  purchase,  very  satisfied.",0.9998626708984376,Positive,support,0.2698
209,70,8,Football Helmet,2025-11-05,3,"Average  experience,  nothing  special.",-0.9992826581001282,Mixed Negative,support,0.2637
210,28,1,Running Shoes,2023-12-10,2,The  product  arrived  late.,-0.998403251171112,Negative,delivery,0.2442
211,84,12,Ice Skates,2025-03-07,4,Five  stars  for  the  quick  delivery.,0.9993364214897156,Positive,support,0.2803
212,87,10,Golf Clubs,2023-01-03,1,"Terrible  customer  service,  would  not  buy  again.",-0.9995811581611632,Negative,support,0.3011
213,7,13,Swim Goggles,2024-04-09,5,Shipping  was  fast  and    the  item  was  well-packaged.,0.9998056292533876,Positive,delivery,0.2728
214,53,18,Volleyball,2025-04-13,3,Five  stars  for  the  quick  delivery.,0.9993364214897156,Mixed Positive,support,0.2803
215,55,10,Golf Clubs,2024-01-07,2,Product  did  not  meet  my  expectations.,-0.9997606873512268,Negative,quality,0.2876
216,49,7,Basketball,2023-11-14,3,"The  product  is  okay,  but  the  instructions  were  unclear.",-0.9967684745788574,Mixed Negative,quality,0.2548
217,62,11,Ski Boots,2023-08-19,5,Amazing  value    for  the  price.,0.9998892545700072,Positive,pricing,0.3689
218,35,8,Football Helmet,2024-09-14,4,The  quality  is  top-notch.,0.9998470544815063,Positive,quality,0.3895
219,90,9,Baseball Glove,2023-02-18,4,Five  stars  for  the  quick  delivery.,0.9993364214897156,Positive,support,0.2803
220,78,9,Baseball Glove,2025-08-12,2,Disappointed  with  the  performance.,-0.9997925162315368,Negative,support,0.248
221,26,2,Fitness Tracker,2024-10-21,4,The  build  quality  is  impressive.,0.999881386756897,Positive,quality,0.4293
222,54,14,Cycling Helmet,2024-02-28,5,Customer  support  was  very  helpful.,0.9991816878318788,Positive,support,0.3455
223,37,16,Kayak,2023-07-31,5,Exceeded  my  expectations!,0.9995620846748352,Positive,support,0.226
224,68,15,Climbing Rope,2023-03-27,4,"Great  purchase,    very  satisfied.",0.9998626708984376,Positive,support,0.2698
225,80,1,Running Shoes,2025-09-08,3,"The  product  is  okay,  but  the  instructions  were  unclear.",-0.9967684745788574,Mixed Negative,quality,0.2548
226,60,9,Baseball Glove,2023-08-23,2,The  product  arrived  late.,-0.998403251171112,Negative,delivery,0.2442
227,74,11,Ski Boots,2024-08-10,4,"Good    quality,  but  could  be  cheaper.",0.955940008163452,Positive,quality,0.3168
